book_id,title,author,genres,description,average_rating,ratings_count,reviews_count,cleaned_description,standardized_genres
699,The Heart Promise,Gillian Flynn,Romance,"Written by the acclaimed author Gillian Flynn, this title delivers a gripping narrative centering on devotion and date. Ideal for fans of Romance, it offers an immersive journey filled with love.",2.66,471,70,"written by the acclaimed author gillian flynn, this title delivers a gripping narrative centering on devotion and date. ideal for fans of romance, it offers an immersive journey filled with love.",romance
700,The Story of Legacy,Walter Isaacson,Biography,"Uncovering the intricacies of career, this masterpiece by Walter Isaacson combines elements of Biography to create a breathtaking experience. Dive into a world where life and journey shape the ultimate destiny.",3.93,1957,209,"uncovering the intricacies of career, this masterpiece by walter isaacson combines elements of biography to create a breathtaking experience. dive into a world where life and journey shape the ultimate destiny.",biography
701,Leading the Corporate,Daniel Kahneman,Business,"Written by the acclaimed author Daniel Kahneman, this title delivers a gripping narrative centering on innovation and leadership. Ideal for fans of Business, it offers an immersive journey filled with marketing.",3.25,1207,108,"written by the acclaimed author daniel kahneman, this title delivers a gripping narrative centering on innovation and leadership. ideal for fans of business, it offers an immersive journey filled with marketing.",business
702,The Story of Triumph,Peter Thiel,Biography|Thriller,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on deadly and career. Ideal for fans of Biography, Thriller, it offers an immersive journey filled with tension, action, autobiography, personal.",3.79,336,35,"written by the acclaimed author peter thiel, this title delivers a gripping narrative centering on deadly and career. ideal for fans of biography, thriller, it offers an immersive journey filled with tension, action, autobiography, personal.",biography|thriller
703,No Way Danger,Daniel Kahneman,Thriller,"A compelling read about chase, conspiracy and threat. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Thriller.",3.91,1165,120,"a compelling read about chase, conspiracy and threat. this book explores deep themes, masterfully written by daniel kahneman. it stands out in its representation of thriller.",thriller
704,Becoming Autobiography,Neil Gaiman,Biography,"Written by the acclaimed author Neil Gaiman, this title delivers a gripping narrative centering on struggle and portrait. Ideal for fans of Biography, it offers an immersive journey filled with personal.",3.64,930,120,"written by the acclaimed author neil gaiman, this title delivers a gripping narrative centering on struggle and portrait. ideal for fans of biography, it offers an immersive journey filled with personal.",biography
705,Echoes of Futuristic,James Clear,Science Fiction|Biography,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on legacy and technology. Ideal for fans of Science Fiction, Biography, it offers an immersive journey filled with cybernetic, space, life, journey.",4.08,426,61,"written by the acclaimed author james clear, this title delivers a gripping narrative centering on legacy and technology. ideal for fans of science fiction, biography, it offers an immersive journey filled with cybernetic, space, life, journey.",biography|science fiction
706,Beyond the Star Frontier,J.R.R. Tolkien,Science Fiction,"Uncovering the intricacies of galaxy, this masterpiece by J.R.R. Tolkien combines elements of Science Fiction to create a breathtaking experience. Dive into a world where spaceships and artificial intelligence shape the ultimate destiny.",3.74,162,23,"uncovering the intricacies of galaxy, this masterpiece by j.r.r. tolkien combines elements of science fiction to create a breathtaking experience. dive into a world where spaceships and artificial intelligence shape the ultimate destiny.",science fiction
707,The Shadow of Hero,Walter Isaacson,Fantasy|Biography,"Uncovering the intricacies of wizard, this masterpiece by Walter Isaacson combines elements of Fantasy, Biography to create a breathtaking experience. Dive into a world where prophecy and achievement shape the ultimate destiny.",4.31,625,68,"uncovering the intricacies of wizard, this masterpiece by walter isaacson combines elements of fantasy, biography to create a breathtaking experience. dive into a world where prophecy and achievement shape the ultimate destiny.",biography|fantasy
708,The Century of War,Simon Sinek,Historical Fiction,"Uncovering the intricacies of past, this masterpiece by Simon Sinek combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where generation and century shape the ultimate destiny.",3.15,241,16,"uncovering the intricacies of past, this masterpiece by simon sinek combines elements of historical fiction to create a breathtaking experience. dive into a world where generation and century shape the ultimate destiny.",historical fiction
709,The Escape Threat,Arthur Conan Doyle,Thriller,"Uncovering the intricacies of conspiracy, this masterpiece by Arthur Conan Doyle combines elements of Thriller to create a breathtaking experience. Dive into a world where threat and agent shape the ultimate destiny.",3.53,3461,350,"uncovering the intricacies of conspiracy, this masterpiece by arthur conan doyle combines elements of thriller to create a breathtaking experience. dive into a world where threat and agent shape the ultimate destiny.",thriller
710,The Vintage Tailor,Yuval Noah Harari,Historical Fiction|Fantasy|Science Fiction,"Uncovering the intricacies of war, this masterpiece by Yuval Noah Harari combines elements of Historical Fiction, Fantasy, Science Fiction to create a breathtaking experience. Dive into a world where empire and dragon shape the ultimate destiny.",5.0,481,65,"uncovering the intricacies of war, this masterpiece by yuval noah harari combines elements of historical fiction, fantasy, science fiction to create a breathtaking experience. dive into a world where empire and dragon shape the ultimate destiny.",fantasy|historical fiction|science fiction
711,The Murder Alibi,Dan Brown,Mystery|Historical Fiction,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on puzzle and struggle. Ideal for fans of Mystery, Historical Fiction, it offers an immersive journey filled with case, era, rebel, truth.",3.78,936,124,"written by the acclaimed author dan brown, this title delivers a gripping narrative centering on puzzle and struggle. ideal for fans of mystery, historical fiction, it offers an immersive journey filled with case, era, rebel, truth.",historical fiction|mystery
712,Summer in Emotional,Simon Sinek,Romance,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on passion and love. Ideal for fans of Romance, it offers an immersive journey filled with romance.",3.99,3985,580,"written by the acclaimed author simon sinek, this title delivers a gripping narrative centering on passion and love. ideal for fans of romance, it offers an immersive journey filled with romance.",romance
713,Becoming Memoir,Simon Sinek,Biography,"Written by the acclaimed author Simon Sinek, this title delivers a gripping narrative centering on struggle and achievement. Ideal for fans of Biography, it offers an immersive journey filled with triumph.",3.71,554,75,"written by the acclaimed author simon sinek, this title delivers a gripping narrative centering on struggle and achievement. ideal for fans of biography, it offers an immersive journey filled with triumph.",biography
714,Shadows of Struggle,Arthur Conan Doyle,Historical Fiction,"A compelling read about history, era and vintage. This book explores deep themes, masterfully written by Arthur Conan Doyle. It stands out in its representation of Historical Fiction.",4.32,520,72,"a compelling read about history, era and vintage. this book explores deep themes, masterfully written by arthur conan doyle. it stands out in its representation of historical fiction.",historical fiction
715,The Murder at Murder,Nicholas Sparks,Mystery,"Uncovering the intricacies of clue, this masterpiece by Nicholas Sparks combines elements of Mystery to create a breathtaking experience. Dive into a world where murder and mystery shape the ultimate destiny.",4.07,19,2,"uncovering the intricacies of clue, this masterpiece by nicholas sparks combines elements of mystery to create a breathtaking experience. dive into a world where murder and mystery shape the ultimate destiny.",mystery
716,The Case of the Secrets,Tim Ferriss,Mystery,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on detective and truth. Ideal for fans of Mystery, it offers an immersive journey filled with mystery.",4.68,497,60,"written by the acclaimed author tim ferriss, this title delivers a gripping narrative centering on detective and truth. ideal for fans of mystery, it offers an immersive journey filled with mystery.",mystery
717,12 Rules of Discipline,Ken Follett,Self-Help|Mystery|Biography,"Uncovering the intricacies of lifestyle, this masterpiece by Ken Follett combines elements of Self-Help, Mystery, Biography to create a breathtaking experience. Dive into a world where suspect and life shape the ultimate destiny.",3.45,1084,86,"uncovering the intricacies of lifestyle, this masterpiece by ken follett combines elements of self-help, mystery, biography to create a breathtaking experience. dive into a world where suspect and life shape the ultimate destiny.",biography|mystery|self-help
718,How to Build a Sales,Colleen Hoover,Business,"Uncovering the intricacies of corporate, this masterpiece by Colleen Hoover combines elements of Business to create a breathtaking experience. Dive into a world where strategy and entrepreneur shape the ultimate destiny.",4.32,351,27,"uncovering the intricacies of corporate, this masterpiece by colleen hoover combines elements of business to create a breathtaking experience. dive into a world where strategy and entrepreneur shape the ultimate destiny.",business
719,Atomic Goals,Walter Isaacson,Self-Help|Biography,"Written by the acclaimed author Walter Isaacson, this title delivers a gripping narrative centering on growth and wisdom. Ideal for fans of Self-Help, Biography, it offers an immersive journey filled with career, triumph, success, life.",4.23,1231,97,"written by the acclaimed author walter isaacson, this title delivers a gripping narrative centering on growth and wisdom. ideal for fans of self-help, biography, it offers an immersive journey filled with career, triumph, success, life.",biography|self-help
720,Dragon and the Lost Kingdom,Nicholas Sparks,Fantasy|Mystery|Historical Fiction,"A compelling read about elf, struggle, rebel, clue, mystery, legendary, truth, ancient and dragon. This book explores deep themes, masterfully written by Nicholas Sparks. It stands out in its representation of Fantasy, Mystery, Historical Fiction.",4.03,1569,100,"a compelling read about elf, struggle, rebel, clue, mystery, legendary, truth, ancient and dragon. this book explores deep themes, masterfully written by nicholas sparks. it stands out in its representation of fantasy, mystery, historical fiction.",fantasy|historical fiction|mystery
721,The Sword of Dragon,Colleen Hoover,Fantasy,"A compelling read about sword, wizard and realm. This book explores deep themes, masterfully written by Colleen Hoover. It stands out in its representation of Fantasy.",4.16,1644,190,"a compelling read about sword, wizard and realm. this book explores deep themes, masterfully written by colleen hoover. it stands out in its representation of fantasy.",fantasy
722,The Heir of Wizard,Brandon Sanderson,Fantasy,"Uncovering the intricacies of wizard, this masterpiece by Brandon Sanderson combines elements of Fantasy to create a breathtaking experience. Dive into a world where realm and dragon shape the ultimate destiny.",4.06,1140,126,"uncovering the intricacies of wizard, this masterpiece by brandon sanderson combines elements of fantasy to create a breathtaking experience. dive into a world where realm and dragon shape the ultimate destiny.",fantasy
723,Mastering your Happiness,Adam Grant,Self-Help|Romance|Science Fiction,"Written by the acclaimed author Adam Grant, this title delivers a gripping narrative centering on love and heart. Ideal for fans of Self-Help, Romance, Science Fiction, it offers an immersive journey filled with wisdom, affection, discipline, cybernetic, dimensions, success, star.",3.79,230,13,"written by the acclaimed author adam grant, this title delivers a gripping narrative centering on love and heart. ideal for fans of self-help, romance, science fiction, it offers an immersive journey filled with wisdom, affection, discipline, cybernetic, dimensions, success, star.",romance|science fiction|self-help
724,The Devotion Promise,Daniel Kahneman,Romance|Biography,"Uncovering the intricacies of heart, this masterpiece by Daniel Kahneman combines elements of Romance, Biography to create a breathtaking experience. Dive into a world where triumph and journey shape the ultimate destiny.",3.06,93,5,"uncovering the intricacies of heart, this masterpiece by daniel kahneman combines elements of romance, biography to create a breathtaking experience. dive into a world where triumph and journey shape the ultimate destiny.",biography|romance
725,The Life of Legacy,Daniel Kahneman,Biography,"Written by the acclaimed author Daniel Kahneman, this title delivers a gripping narrative centering on struggle and achievement. Ideal for fans of Biography, it offers an immersive journey filled with memoir.",3.44,459,60,"written by the acclaimed author daniel kahneman, this title delivers a gripping narrative centering on struggle and achievement. ideal for fans of biography, it offers an immersive journey filled with memoir.",biography
726,Leading the Entrepreneur,Robert Kiyosaki,Business,"A compelling read about marketing, strategy and wealth. This book explores deep themes, masterfully written by Robert Kiyosaki. It stands out in its representation of Business.",3.81,1380,110,"a compelling read about marketing, strategy and wealth. this book explores deep themes, masterfully written by robert kiyosaki. it stands out in its representation of business.",business
727,The Deadly Target,Dan Brown,Thriller|Self-Help,"Uncovering the intricacies of survival, this masterpiece by Dan Brown combines elements of Thriller, Self-Help to create a breathtaking experience. Dive into a world where lifestyle and habits shape the ultimate destiny.",3.8,249,32,"uncovering the intricacies of survival, this masterpiece by dan brown combines elements of thriller, self-help to create a breathtaking experience. dive into a world where lifestyle and habits shape the ultimate destiny.",self-help|thriller
728,Becoming Inspiration,Colleen Hoover,Biography,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on struggle and autobiography. Ideal for fans of Biography, it offers an immersive journey filled with journey.",3.72,734,42,"written by the acclaimed author colleen hoover, this title delivers a gripping narrative centering on struggle and autobiography. ideal for fans of biography, it offers an immersive journey filled with journey.",biography
729,Decoding Facts,Ken Follett,Non-fiction,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on world and science. Ideal for fans of Non-fiction, it offers an immersive journey filled with facts.",3.08,266,19,"written by the acclaimed author ken follett, this title delivers a gripping narrative centering on world and science. ideal for fans of non-fiction, it offers an immersive journey filled with facts.",non-fiction
730,Becoming Memoir,Tim Ferriss,Biography,"Written by the acclaimed author Tim Ferriss, this title delivers a gripping narrative centering on personal and life. Ideal for fans of Biography, it offers an immersive journey filled with triumph.",4.19,312,44,"written by the acclaimed author tim ferriss, this title delivers a gripping narrative centering on personal and life. ideal for fans of biography, it offers an immersive journey filled with triumph.",biography
731,Decoding Human,Neil Gaiman,Non-fiction,"A compelling read about mind, exploration and society. This book explores deep themes, masterfully written by Neil Gaiman. It stands out in its representation of Non-fiction.",4.17,527,43,"a compelling read about mind, exploration and society. this book explores deep themes, masterfully written by neil gaiman. it stands out in its representation of non-fiction.",non-fiction
732,Becoming Journey,Tim Ferriss,Biography,"A compelling read about memoir, personal and inspiration. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Biography.",3.11,567,64,"a compelling read about memoir, personal and inspiration. this book explores deep themes, masterfully written by tim ferriss. it stands out in its representation of biography.",biography
733,Hearts in Lovers,Malcolm Gladwell,Romance,"A compelling read about spark, devotion and heart. This book explores deep themes, masterfully written by Malcolm Gladwell. It stands out in its representation of Romance.",3.83,927,79,"a compelling read about spark, devotion and heart. this book explores deep themes, masterfully written by malcolm gladwell. it stands out in its representation of romance.",romance
734,Inside System,Nicholas Sparks,Non-fiction,"Written by the acclaimed author Nicholas Sparks, this title delivers a gripping narrative centering on world and science. Ideal for fans of Non-fiction, it offers an immersive journey filled with exploration.",3.42,994,138,"written by the acclaimed author nicholas sparks, this title delivers a gripping narrative centering on world and science. ideal for fans of non-fiction, it offers an immersive journey filled with exploration.",non-fiction
735,The Life of Autobiography,Dan Brown,Biography,"Uncovering the intricacies of career, this masterpiece by Dan Brown combines elements of Biography to create a breathtaking experience. Dive into a world where achievement and legacy shape the ultimate destiny.",2.44,829,90,"uncovering the intricacies of career, this masterpiece by dan brown combines elements of biography to create a breathtaking experience. dive into a world where achievement and legacy shape the ultimate destiny.",biography
736,Career Unveiled,J.K. Rowling,Biography|Science Fiction,"A compelling read about legacy, triumph, dimensions, personal, robot and star. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Biography, Science Fiction.",3.51,834,98,"a compelling read about legacy, triumph, dimensions, personal, robot and star. this book explores deep themes, masterfully written by j.k. rowling. it stands out in its representation of biography, science fiction.",biography|science fiction
737,A Love in Devotion,James Clear,Romance,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on affection and date. Ideal for fans of Romance, it offers an immersive journey filled with devotion.",4.16,206,27,"written by the acclaimed author james clear, this title delivers a gripping narrative centering on affection and date. ideal for fans of romance, it offers an immersive journey filled with devotion.",romance
738,Summer in Spark,J.K. Rowling,Romance,"Uncovering the intricacies of affection, this masterpiece by J.K. Rowling combines elements of Romance to create a breathtaking experience. Dive into a world where date and passion shape the ultimate destiny.",3.91,3441,351,"uncovering the intricacies of affection, this masterpiece by j.k. rowling combines elements of romance to create a breathtaking experience. dive into a world where date and passion shape the ultimate destiny.",romance
739,The Sword of Magic,Stephen King,Fantasy|Romance,"A compelling read about date, dragon, heart, affection, wizard and realm. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Fantasy, Romance.",3.98,361,27,"a compelling read about date, dragon, heart, affection, wizard and realm. this book explores deep themes, masterfully written by stephen king. it stands out in its representation of fantasy, romance.",fantasy|romance
740,Shadows of Empire,Malcolm Gladwell,Historical Fiction,"Uncovering the intricacies of war, this masterpiece by Malcolm Gladwell combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where rebel and century shape the ultimate destiny.",2.97,643,40,"uncovering the intricacies of war, this masterpiece by malcolm gladwell combines elements of historical fiction to create a breathtaking experience. dive into a world where rebel and century shape the ultimate destiny.",historical fiction
741,The Galaxy Matrix,Gillian Flynn,Science Fiction|Self-Help,"Uncovering the intricacies of galaxy, this masterpiece by Gillian Flynn combines elements of Science Fiction, Self-Help to create a breathtaking experience. Dive into a world where lifestyle and motivation shape the ultimate destiny.",3.56,798,99,"uncovering the intricacies of galaxy, this masterpiece by gillian flynn combines elements of science fiction, self-help to create a breathtaking experience. dive into a world where lifestyle and motivation shape the ultimate destiny.",science fiction|self-help
742,Devotion Forever,Arthur C. Clarke,Romance|Historical Fiction,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on love and heart. Ideal for fans of Romance, Historical Fiction, it offers an immersive journey filled with affection, century, heritage, ancient.",3.52,677,52,"written by the acclaimed author arthur c. clarke, this title delivers a gripping narrative centering on love and heart. ideal for fans of romance, historical fiction, it offers an immersive journey filled with affection, century, heritage, ancient.",historical fiction|romance
743,Understanding Society,Adam Grant,Non-fiction|Historical Fiction,"Uncovering the intricacies of struggle, this masterpiece by Adam Grant combines elements of Non-fiction, Historical Fiction to create a breathtaking experience. Dive into a world where era and culture shape the ultimate destiny.",3.65,801,107,"uncovering the intricacies of struggle, this masterpiece by adam grant combines elements of non-fiction, historical fiction to create a breathtaking experience. dive into a world where era and culture shape the ultimate destiny.",historical fiction|non-fiction
744,The Power of Wisdom,Philip K. Dick,Self-Help|Business,"A compelling read about marketing, management, happiness, discipline, wealth and habits. This book explores deep themes, masterfully written by Philip K. Dick. It stands out in its representation of Self-Help, Business.",3.41,2567,154,"a compelling read about marketing, management, happiness, discipline, wealth and habits. this book explores deep themes, masterfully written by philip k. dick. it stands out in its representation of self-help, business.",business|self-help
745,The Heart Promise,Philip K. Dick,Romance,"Written by the acclaimed author Philip K. Dick, this title delivers a gripping narrative centering on spark and devotion. Ideal for fans of Romance, it offers an immersive journey filled with lovers.",3.19,248,33,"written by the acclaimed author philip k. dick, this title delivers a gripping narrative centering on spark and devotion. ideal for fans of romance, it offers an immersive journey filled with lovers.",romance
746,Summer in Passion,J.R.R. Tolkien,Romance,"Uncovering the intricacies of relationship, this masterpiece by J.R.R. Tolkien combines elements of Romance to create a breathtaking experience. Dive into a world where heart and marriage shape the ultimate destiny.",4.26,299,41,"uncovering the intricacies of relationship, this masterpiece by j.r.r. tolkien combines elements of romance to create a breathtaking experience. dive into a world where heart and marriage shape the ultimate destiny.",romance
747,The Case of the Murder,Gillian Flynn,Mystery,"A compelling read about murder, investigation and truth. This book explores deep themes, masterfully written by Gillian Flynn. It stands out in its representation of Mystery.",4.18,564,49,"a compelling read about murder, investigation and truth. this book explores deep themes, masterfully written by gillian flynn. it stands out in its representation of mystery.",mystery
748,The Science of Everything,Gillian Flynn,Non-fiction|Fantasy,"Written by the acclaimed author Gillian Flynn, this title delivers a gripping narrative centering on kingdom and nature. Ideal for fans of Non-fiction, Fantasy, it offers an immersive journey filled with reality, exploration, realm, magic.",3.77,7172,636,"written by the acclaimed author gillian flynn, this title delivers a gripping narrative centering on kingdom and nature. ideal for fans of non-fiction, fantasy, it offers an immersive journey filled with reality, exploration, realm, magic.",fantasy|non-fiction
749,A Love in Passion,Brandon Sanderson,Romance,"Uncovering the intricacies of relationship, this masterpiece by Brandon Sanderson combines elements of Romance to create a breathtaking experience. Dive into a world where devotion and passion shape the ultimate destiny.",4.44,2021,101,"uncovering the intricacies of relationship, this masterpiece by brandon sanderson combines elements of romance to create a breathtaking experience. dive into a world where devotion and passion shape the ultimate destiny.",romance
750,The Case of the Unravel,Isaac Asimov,Mystery|Historical Fiction|Fantasy,"Uncovering the intricacies of hero, this masterpiece by Isaac Asimov combines elements of Mystery, Historical Fiction, Fantasy to create a breathtaking experience. Dive into a world where puzzle and ancient shape the ultimate destiny.",4.04,249,29,"uncovering the intricacies of hero, this masterpiece by isaac asimov combines elements of mystery, historical fiction, fantasy to create a breathtaking experience. dive into a world where puzzle and ancient shape the ultimate destiny.",fantasy|historical fiction|mystery
751,Space Millennium,Robert Kiyosaki,Science Fiction,"Written by the acclaimed author Robert Kiyosaki, this title delivers a gripping narrative centering on cybernetic and star. Ideal for fans of Science Fiction, it offers an immersive journey filled with robot.",3.84,842,67,"written by the acclaimed author robert kiyosaki, this title delivers a gripping narrative centering on cybernetic and star. ideal for fans of science fiction, it offers an immersive journey filled with robot.",science fiction
752,Habits Habits,J.R.R. Tolkien,Self-Help,"Written by the acclaimed author J.R.R. Tolkien, this title delivers a gripping narrative centering on productivity and focus. Ideal for fans of Self-Help, it offers an immersive journey filled with discipline.",3.89,472,54,"written by the acclaimed author j.r.r. tolkien, this title delivers a gripping narrative centering on productivity and focus. ideal for fans of self-help, it offers an immersive journey filled with discipline.",self-help
753,The Murder at Clue,Brandon Sanderson,Mystery|Biography,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on struggle and crime. Ideal for fans of Mystery, Biography, it offers an immersive journey filled with truth, investigation, portrait, life.",3.74,387,56,"written by the acclaimed author brandon sanderson, this title delivers a gripping narrative centering on struggle and crime. ideal for fans of mystery, biography, it offers an immersive journey filled with truth, investigation, portrait, life.",biography|mystery
754,Legacy of History,Arthur C. Clarke,Historical Fiction,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on heritage and vintage. Ideal for fans of Historical Fiction, it offers an immersive journey filled with ancient.",2.53,678,64,"written by the acclaimed author arthur c. clarke, this title delivers a gripping narrative centering on heritage and vintage. ideal for fans of historical fiction, it offers an immersive journey filled with ancient.",historical fiction
755,Atomic Discipline,Isaac Asimov,Self-Help|Fantasy,"Uncovering the intricacies of growth, this masterpiece by Isaac Asimov combines elements of Self-Help, Fantasy to create a breathtaking experience. Dive into a world where elf and realm shape the ultimate destiny.",3.55,153,13,"uncovering the intricacies of growth, this masterpiece by isaac asimov combines elements of self-help, fantasy to create a breathtaking experience. dive into a world where elf and realm shape the ultimate destiny.",fantasy|self-help
756,The Story of Life,Nicholas Sparks,Biography|Thriller|Non-fiction,"Written by the acclaimed author Nicholas Sparks, this title delivers a gripping narrative centering on memoir and analysis. Ideal for fans of Biography, Thriller, Non-fiction, it offers an immersive journey filled with society, danger, reality, triumph, urgency, conspiracy, journey.",4.36,452,61,"written by the acclaimed author nicholas sparks, this title delivers a gripping narrative centering on memoir and analysis. ideal for fans of biography, thriller, non-fiction, it offers an immersive journey filled with society, danger, reality, triumph, urgency, conspiracy, journey.",biography|non-fiction|thriller
757,Echoes of Technology,Arthur C. Clarke,Science Fiction,"Uncovering the intricacies of future, this masterpiece by Arthur C. Clarke combines elements of Science Fiction to create a breathtaking experience. Dive into a world where futuristic and technology shape the ultimate destiny.",4.08,169,16,"uncovering the intricacies of future, this masterpiece by arthur c. clarke combines elements of science fiction to create a breathtaking experience. dive into a world where futuristic and technology shape the ultimate destiny.",science fiction
758,The Suspect Enigma,Gillian Flynn,Mystery|Science Fiction|Historical Fiction,"Written by the acclaimed author Gillian Flynn, this title delivers a gripping narrative centering on puzzle and spaceships. Ideal for fans of Mystery, Science Fiction, Historical Fiction, it offers an immersive journey filled with technology, rebel, past, robot, century, murder, investigation.",3.68,1030,121,"written by the acclaimed author gillian flynn, this title delivers a gripping narrative centering on puzzle and spaceships. ideal for fans of mystery, science fiction, historical fiction, it offers an immersive journey filled with technology, rebel, past, robot, century, murder, investigation.",historical fiction|mystery|science fiction
759,The Exploration Perspective,James Clear,Non-fiction|Historical Fiction,"A compelling read about analysis, system, nature, vintage, century and ancient. This book explores deep themes, masterfully written by James Clear. It stands out in its representation of Non-fiction, Historical Fiction.",3.1,1774,112,"a compelling read about analysis, system, nature, vintage, century and ancient. this book explores deep themes, masterfully written by james clear. it stands out in its representation of non-fiction, historical fiction.",historical fiction|non-fiction
760,Achievement and His Times,James Clear,Biography,"Uncovering the intricacies of memoir, this masterpiece by James Clear combines elements of Biography to create a breathtaking experience. Dive into a world where autobiography and legacy shape the ultimate destiny.",4.37,1758,143,"uncovering the intricacies of memoir, this masterpiece by james clear combines elements of biography to create a breathtaking experience. dive into a world where autobiography and legacy shape the ultimate destiny.",biography
761,The Space Matrix,James Clear,Science Fiction,"Uncovering the intricacies of future, this masterpiece by James Clear combines elements of Science Fiction to create a breathtaking experience. Dive into a world where galaxy and technology shape the ultimate destiny.",3.26,4775,579,"uncovering the intricacies of future, this masterpiece by james clear combines elements of science fiction to create a breathtaking experience. dive into a world where galaxy and technology shape the ultimate destiny.",science fiction
762,Passion Forever,Sheryl Sandberg,Romance,"Written by the acclaimed author Sheryl Sandberg, this title delivers a gripping narrative centering on lovers and marriage. Ideal for fans of Romance, it offers an immersive journey filled with passion.",3.89,556,43,"written by the acclaimed author sheryl sandberg, this title delivers a gripping narrative centering on lovers and marriage. ideal for fans of romance, it offers an immersive journey filled with passion.",romance
763,Calculated Urgency,Brandon Sanderson,Thriller|Romance,"A compelling read about survival, affection, marriage, action, assassin and lovers. This book explores deep themes, masterfully written by Brandon Sanderson. It stands out in its representation of Thriller, Romance.",3.56,547,33,"a compelling read about survival, affection, marriage, action, assassin and lovers. this book explores deep themes, masterfully written by brandon sanderson. it stands out in its representation of thriller, romance.",romance|thriller
764,Wizard and the Lost Kingdom,Yuval Noah Harari,Fantasy|Non-fiction|Science Fiction,"Uncovering the intricacies of prophecy, this masterpiece by Yuval Noah Harari combines elements of Fantasy, Non-fiction, Science Fiction to create a breathtaking experience. Dive into a world where spell and artificial intelligence shape the ultimate destiny.",3.02,767,102,"uncovering the intricacies of prophecy, this masterpiece by yuval noah harari combines elements of fantasy, non-fiction, science fiction to create a breathtaking experience. dive into a world where spell and artificial intelligence shape the ultimate destiny.",fantasy|non-fiction|science fiction
765,The Mind Era,Agatha Christie,Non-fiction,"Uncovering the intricacies of system, this masterpiece by Agatha Christie combines elements of Non-fiction to create a breathtaking experience. Dive into a world where analysis and society shape the ultimate destiny.",3.7,201,19,"uncovering the intricacies of system, this masterpiece by agatha christie combines elements of non-fiction to create a breathtaking experience. dive into a world where analysis and society shape the ultimate destiny.",non-fiction
766,12 Rules of Discipline,Peter Thiel,Self-Help|Business,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on focus and wisdom. Ideal for fans of Self-Help, Business, it offers an immersive journey filled with startup, finance, success, economy.",4.15,36,3,"written by the acclaimed author peter thiel, this title delivers a gripping narrative centering on focus and wisdom. ideal for fans of self-help, business, it offers an immersive journey filled with startup, finance, success, economy.",business|self-help
767,The Facts Perspective,Sheryl Sandberg,Non-fiction,"A compelling read about world, science and facts. This book explores deep themes, masterfully written by Sheryl Sandberg. It stands out in its representation of Non-fiction.",3.79,485,70,"a compelling read about world, science and facts. this book explores deep themes, masterfully written by sheryl sandberg. it stands out in its representation of non-fiction.",non-fiction
768,The Crime Enigma,Robert Kiyosaki,Mystery,"Uncovering the intricacies of detective, this masterpiece by Robert Kiyosaki combines elements of Mystery to create a breathtaking experience. Dive into a world where unravel and puzzle shape the ultimate destiny.",4.71,862,69,"uncovering the intricacies of detective, this masterpiece by robert kiyosaki combines elements of mystery to create a breathtaking experience. dive into a world where unravel and puzzle shape the ultimate destiny.",mystery
769,The Alien Protocol,Malcolm Gladwell,Science Fiction,"Uncovering the intricacies of alien, this masterpiece by Malcolm Gladwell combines elements of Science Fiction to create a breathtaking experience. Dive into a world where technology and space shape the ultimate destiny.",4.12,1574,160,"uncovering the intricacies of alien, this masterpiece by malcolm gladwell combines elements of science fiction to create a breathtaking experience. dive into a world where technology and space shape the ultimate destiny.",science fiction
770,The Threat Target,J.K. Rowling,Thriller,"A compelling read about escape, action and assassin. This book explores deep themes, masterfully written by J.K. Rowling. It stands out in its representation of Thriller.",3.69,837,64,"a compelling read about escape, action and assassin. this book explores deep themes, masterfully written by j.k. rowling. it stands out in its representation of thriller.",thriller
771,The Heir of Magic,Dale Carnegie,Fantasy,"Uncovering the intricacies of prophecy, this masterpiece by Dale Carnegie combines elements of Fantasy to create a breathtaking experience. Dive into a world where spell and realm shape the ultimate destiny.",3.85,4267,361,"uncovering the intricacies of prophecy, this masterpiece by dale carnegie combines elements of fantasy to create a breathtaking experience. dive into a world where spell and realm shape the ultimate destiny.",fantasy
